id,sub_total,shipping_cost,shipping_total,grand_total,split_test_variant_id,"created_at","updated_at"
2301,8000,1598,0,8000,2,"2016-08-30 21:25:55","2016-08-30 21:25:55"
2302,8000,1576,1576,9576,2,"2016-08-30 21:25:55","2016-08-30 21:25:55"
2303,7000,1510,1510,8510,1,"2016-08-30 21:25:55","2016-08-30 21:25:55"
2304,8000,1424,1424,9424,2,"2016-08-30 21:25:55","2016-08-30 21:25:55"
2305,6000,1424,1424,7424,2,"2016-08-30 21:25:55","2016-08-30 21:25:55"
2306,8900,1610,1610,10510,1,"2016-08-30 21:25:55","2016-08-30 21:25:55"
2307,6000,1488,1488,7488,2,"2016-08-30 21:25:55","2016-08-30 21:25:55"
2308,8000,1483,0,8000,2,"2016-08-30 21:25:55","2016-08-30 21:25:55"
2309,8000,1413,0,8000,2,"2016-08-30 21:25:55","2016-08-30 21:25:55"
2310,5000,1334,1334,6334,1,"2016-08-30 21:25:55","2016-08-30 21:25:55"
2311,8000,1503,1503,9503,1,"2016-08-30 21:25:55","2016-08-30 21:25:55"
2312,4000,1288,1288,5288,2,"2016-08-30 21:25:55","2016-08-30 21:25:55"
2313,5000,1399,1399,6399,1,"2016-08-30 21:25:55","2016-08-30 21:25:55"
2314,4000,1323,1323,5323,2,"2016-08-30 21:25:55","2016-08-30 21:25:55"
2315,9900,1581,1581,11481,2,"2016-08-30 21:25:55","2016-08-30 21:25:55"
2316,8500,1468,0,8500,2,"2016-08-30 21:25:55","2016-08-30 21:25:55"
2317,8500,1428,1428,9928,2,"2016-08-30 21:25:55","2016-08-30 21:25:55"
2318,5000,1355,1355,6355,1,"2016-08-30 21:25:55","2016-08-30 21:25:55"
2319,7000,1398,1398,8398,2,"2016-08-30 21:25:55","2016-08-30 21:25:55"
2320,8900,1468,1468,10368,1,"2016-08-30 21:25:55","2016-08-30 21:25:55"
2321,4000,1280,1280,5280,2,"2016-08-30 21:25:55","2016-08-30 21:25:55"
2322,9900,1510,0,9900,2,"2016-08-30 21:25:55","2016-08-30 21:25:55"
2323,9900,1691,1691,11591,1,"2016-08-30 21:25:55","2016-08-30 21:25:55"
2324,6000,1311,1311,7311,2,"2016-08-30 21:25:55","2016-08-30 21:25:55"
2325,8900,1614,0,8900,2,"2016-08-30 21:25:55","2016-08-30 21:25:55"
2326,8900,1600,1600,10500,1,"2016-08-30 21:25:55","2016-08-30 21:25:55"
2327,8900,1560,1560,10460,2,"2016-08-30 21:25:55","2016-08-30 21:25:55"
2328,8000,1559,1559,9559,2,"2016-08-30 21:25:55","2016-08-30 21:25:55"
2329,9000,1481,1481,10481,1,"2016-08-30 21:25:55","2016-08-30 21:25:55"
2330,8000,1579,1579,9579,2,"2016-08-30 21:25:55","2016-08-30 21:25:55"
2331,8900,1457,0,8900,2,"2016-08-30 21:25:55","2016-08-30 21:25:55"
2332,8500,1535,1535,10035,2,"2016-08-30 21:25:55","2016-08-30 21:25:55"
2333,8000,1520,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2334,9000,1455,1455,10455,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2335,8000,1570,1570,9570,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2336,8000,1486,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2337,5000,1384,1384,6384,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2338,9500,1632,1632,11132,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2339,8900,1479,0,8900,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2340,8500,1562,0,8500,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2341,8900,1450,1450,10350,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2342,9000,1490,0,9000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2343,5000,1362,1362,6362,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2344,8000,1546,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2345,4000,1291,1291,5291,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2346,9500,1636,1636,11136,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2347,4000,1380,1380,5380,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2348,8000,1468,1468,9468,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2349,8000,1547,1547,9547,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2350,8900,1573,0,8900,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2351,6000,1423,1423,7423,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2352,4000,1222,1222,5222,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2353,8000,1455,1455,9455,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2354,8900,1558,0,8900,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2355,8000,1550,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2356,8500,1517,0,8500,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2357,4000,1328,1328,5328,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2358,8000,1475,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2359,8000,1579,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2360,4000,1242,1242,5242,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2361,9000,1567,1567,10567,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2362,8000,1439,1439,9439,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2363,8000,1424,1424,9424,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2364,8500,1610,0,8500,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2365,6000,1433,1433,7433,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2366,8000,1485,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2367,8000,1551,1551,9551,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2368,8000,1428,1428,9428,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2369,9500,1491,1491,10991,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2370,8000,1582,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2371,8900,1482,0,8900,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2372,8000,1540,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2373,8500,1538,0,8500,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2374,9900,1651,1651,11551,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2375,4000,1267,1267,5267,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2376,8900,1535,1535,10435,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2377,9500,1518,1518,11018,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2378,8500,1450,1450,9950,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2379,8500,1596,0,8500,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2380,8000,1459,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2381,8000,1502,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2382,4000,1205,1205,5205,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2383,4000,1368,1368,5368,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2384,5000,1349,1349,6349,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2385,5000,1285,1285,6285,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2386,6000,1354,1354,7354,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2387,8900,1604,1604,10504,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2388,4000,1313,1313,5313,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2389,5000,1301,1301,6301,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2390,8000,1416,1416,9416,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2391,9000,1554,1554,10554,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2392,8500,1507,1507,10007,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2393,6000,1396,1396,7396,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2394,8500,1608,0,8500,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2395,8000,1500,1500,9500,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2396,8500,1439,1439,9939,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2397,5000,1349,1349,6349,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2398,8500,1556,1556,10056,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2399,4000,1393,1393,5393,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2400,8000,1555,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2401,8000,1531,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2402,5000,1320,1320,6320,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2403,8000,1536,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2404,8900,1619,1619,10519,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2405,8900,1507,1507,10407,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2406,8000,1563,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2407,4000,1349,1349,5349,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2408,8000,1442,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2409,8000,1491,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2410,8900,1628,1628,10528,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2411,9500,1655,1655,11155,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2412,8900,1640,0,8900,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2413,9500,1674,1674,11174,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2414,9900,1604,1604,11504,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2415,8000,1459,1459,9459,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2416,8000,1512,1512,9512,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2417,7000,1412,1412,8412,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2418,8900,1542,0,8900,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2419,5000,1366,1366,6366,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2420,8000,1546,1546,9546,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2421,8900,1458,0,8900,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2422,8500,1618,0,8500,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2423,9900,1660,1660,11560,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2424,9000,1558,1558,10558,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2425,8900,1531,1531,10431,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2426,8000,1560,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2427,9900,1693,1693,11593,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2428,4000,1301,1301,5301,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2429,5000,1299,1299,6299,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2430,9900,1559,0,9900,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2431,8000,1486,1486,9486,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2432,9900,1630,1630,11530,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2433,9500,1673,0,9500,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2434,7000,1441,1441,8441,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2435,5000,1374,1374,6374,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2436,8000,1513,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2437,8000,1451,1451,9451,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2438,5000,1303,1303,6303,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2439,9900,1641,1641,11541,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2440,8000,1412,1412,9412,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2441,8500,1481,0,8500,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2442,9500,1594,1594,11094,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2443,8000,1580,1580,9580,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2444,5000,1379,1379,6379,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2445,9500,1550,1550,11050,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2446,5000,1444,1444,6444,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2447,4000,1294,1294,5294,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2448,8000,1450,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2449,8900,1599,0,8900,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2450,8900,1567,0,8900,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2451,9500,1540,1540,11040,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2452,7000,1484,1484,8484,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2453,8000,1442,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2454,8000,1509,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2455,5000,1419,1419,6419,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2456,8900,1602,1602,10502,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2457,9900,1593,1593,11493,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2458,9900,1605,1605,11505,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2459,8900,1508,0,8900,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2460,8000,1457,1457,9457,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2461,8000,1598,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2462,8000,1475,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2463,8000,1595,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2464,4000,1259,1259,5259,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2465,9900,1646,0,9900,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2466,7000,1445,1445,8445,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2467,9500,1542,1542,11042,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2468,8000,1522,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2469,8000,1457,1457,9457,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2470,8000,1585,1585,9585,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2471,5000,1321,1321,6321,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2472,8500,1441,1441,9941,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2473,8500,1512,0,8500,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2474,8000,1470,1470,9470,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2475,8000,1498,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2476,8500,1505,0,8500,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2477,7000,1376,1376,8376,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2478,8000,1522,1522,9522,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2479,7000,1488,1488,8488,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2480,4000,1208,1208,5208,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2481,8000,1486,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2482,7000,1458,1458,8458,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2483,8000,1515,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2484,9000,1627,1627,10627,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2485,8000,1452,1452,9452,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2486,8900,1460,1460,10360,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2487,8000,1432,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2488,8000,1594,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2489,9000,1478,1478,10478,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2490,8000,1493,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2491,8000,1546,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2492,8000,1590,1590,9590,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2493,9000,1479,1479,10479,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2494,5000,1357,1357,6357,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2495,4000,1392,1392,5392,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2496,8000,1409,1409,9409,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2497,8000,1429,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2498,8500,1511,0,8500,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2499,8000,1414,1414,9414,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2500,4000,1231,1231,5231,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2501,5000,1276,1276,6276,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2502,8900,1642,0,8900,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2503,8900,1599,0,8900,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2504,8000,1422,1422,9422,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2505,8000,1507,1507,9507,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2506,5000,1307,1307,6307,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2507,8000,1591,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2508,4000,1372,1372,5372,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2509,8000,1501,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2510,8500,1488,0,8500,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2511,8000,1535,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2512,8000,1596,1596,9596,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2513,8500,1624,1624,10124,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2514,8500,1573,0,8500,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2515,8000,1595,1595,9595,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2516,8000,1585,1585,9585,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2517,9500,1494,0,9500,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2518,4000,1216,1216,5216,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2519,8000,1546,1546,9546,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2520,8000,1545,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2521,8900,1447,0,8900,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2522,8000,1582,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2523,8900,1634,0,8900,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2524,8000,1581,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2525,8000,1445,1445,9445,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2526,8500,1522,0,8500,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2527,5000,1325,1325,6325,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2528,9000,1509,1509,10509,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2529,8000,1543,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2530,9900,1681,1681,11581,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2531,9900,1606,1606,11506,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2532,8500,1623,0,8500,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2533,8000,1550,1550,9550,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2534,8500,1493,0,8500,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2535,5000,1383,1383,6383,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2536,8000,1440,1440,9440,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2537,8500,1594,0,8500,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2538,8500,1620,1620,10120,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2539,8000,1470,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2540,5000,1385,1385,6385,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2541,9900,1678,1678,11578,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2542,8500,1622,0,8500,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2543,4000,1266,1266,5266,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2544,9000,1521,0,9000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2545,5000,1337,1337,6337,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2546,8000,1557,1557,9557,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2547,8900,1493,1493,10393,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2548,8900,1514,0,8900,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2549,8000,1522,1522,9522,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2550,8000,1511,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2551,8500,1518,1518,10018,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2552,9500,1536,0,9500,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2553,6000,1340,1340,7340,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2554,7000,1490,1490,8490,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2555,8000,1595,1595,9595,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2556,9500,1554,1554,11054,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2557,8900,1611,1611,10511,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2558,9900,1596,1596,11496,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2559,8900,1550,0,8900,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2560,7000,1401,1401,8401,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2561,8900,1545,1545,10445,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2562,8000,1559,1559,9559,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2563,8500,1426,0,8500,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2564,9500,1528,1528,11028,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2565,5000,1304,1304,6304,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2566,8000,1596,1596,9596,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2567,8900,1580,0,8900,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2568,5000,1391,1391,6391,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2569,4000,1357,1357,5357,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2570,9900,1633,1633,11533,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2571,4000,1287,1287,5287,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2572,8900,1587,0,8900,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2573,8900,1600,1600,10500,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2574,8900,1572,1572,10472,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2575,5000,1423,1423,6423,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2576,8900,1462,0,8900,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2577,8000,1577,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2578,4000,1233,1233,5233,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2579,8000,1485,1485,9485,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2580,9900,1683,1683,11583,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2581,8000,1402,1402,9402,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2582,4000,1323,1323,5323,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2583,8000,1410,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2584,8000,1510,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2585,8500,1521,1521,10021,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2586,8000,1449,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2587,8900,1462,1462,10362,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2588,9000,1623,1623,10623,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2589,8900,1538,0,8900,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2590,8900,1575,0,8900,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2591,8500,1522,1522,10022,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2592,8000,1400,1400,9400,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2593,9900,1671,1671,11571,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2594,9900,1584,1584,11484,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2595,5000,1393,1393,6393,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2596,8500,1597,0,8500,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2597,9900,1621,0,9900,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2598,9500,1639,1639,11139,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2599,8900,1530,0,8900,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2600,9900,1653,1653,11553,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2601,8500,1527,1527,10027,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2602,9500,1571,1571,11071,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2603,4000,1279,1279,5279,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2604,8000,1570,0,8000,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2605,9500,1525,1525,11025,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2606,4000,1228,1228,5228,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2607,5000,1432,1432,6432,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2608,8000,1521,1521,9521,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2609,8000,1428,1428,9428,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2610,8900,1492,0,8900,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2611,8000,1589,1589,9589,1,"2016-08-30 21:25:56","2016-08-30 21:25:56"
2612,8500,1444,1444,9944,2,"2016-08-30 21:25:56","2016-08-30 21:25:56"
