q1,q2,q3,q4,q5,q6,q7,q8,q9,q10
Chemical Manufacturing,manager,FALSE,FALSE,,,,,,
Business services,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Healthcare,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Finance,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Media,manager,FALSE,FALSE,,,,,,
Telecommunications,manager,FALSE,FALSE,,,,,,
Chemical Manufacturing,manager,FALSE,FALSE,,,,,,
Business services,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Business services,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Healthcare,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Finance,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Media,manager,FALSE,FALSE,,,,,,
Telecommunications,manager,FALSE,FALSE,,,,,,
Chemical Manufacturing,manager,FALSE,FALSE,,,,,,
Business services,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Healthcare,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Finance,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Media,manager,FALSE,FALSE,,,,,,
Telecommunications,manager,FALSE,FALSE,,,,,,
Chemical Manufacturing,manager,FALSE,FALSE,,,,,,
Business services,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Healthcare,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Finance,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Media,manager,FALSE,FALSE,,,,,,
Telecommunications,manager,FALSE,FALSE,,,,,,
Chemical Manufacturing,manager,FALSE,FALSE,,,,,,
Business services,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Business services,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Healthcare,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Finance,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Media,manager,FALSE,FALSE,,,,,,
Telecommunications,manager,FALSE,FALSE,,,,,,
Chemical Manufacturing,manager,FALSE,FALSE,,,,,,
Business services,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Healthcare,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Finance,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Media,manager,FALSE,FALSE,,,,,,
Telecommunications,manager,FALSE,FALSE,,,,,,
Chemical Manufacturing,manager,FALSE,FALSE,,,,,,
Business services,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Healthcare,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Finance,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Media,manager,FALSE,FALSE,,,,,,
Telecommunications,manager,FALSE,FALSE,,,,,,
Chemical Manufacturing,manager,FALSE,FALSE,,,,,,
Business services,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Business services,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Healthcare,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Finance,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Media,manager,FALSE,FALSE,,,,,,
Telecommunications,manager,FALSE,FALSE,,,,,,
Chemical Manufacturing,manager,FALSE,FALSE,,,,,,
Business services,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Healthcare,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Finance,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Media,manager,FALSE,FALSE,,,,,,
Telecommunications,manager,FALSE,FALSE,,,,,,
Chemical Manufacturing,manager,FALSE,FALSE,,,,,,
Business services,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Healthcare,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Finance,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Media,manager,FALSE,FALSE,,,,,,
Telecommunications,manager,FALSE,FALSE,,,,,,
Chemical Manufacturing,manager,FALSE,FALSE,,,,,,
Business services,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Business services,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Healthcare,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Finance,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Media,manager,FALSE,FALSE,,,,,,
Telecommunications,manager,FALSE,FALSE,,,,,,
Chemical Manufacturing,manager,FALSE,FALSE,,,,,,
Business services,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Healthcare,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Finance,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Media,manager,FALSE,FALSE,,,,,,
Telecommunications,manager,FALSE,FALSE,,,,,,
Chemical Manufacturing,manager,FALSE,FALSE,,,,,,
Business services,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Healthcare,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Finance,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Media,manager,FALSE,FALSE,,,,,,
Telecommunications,manager,FALSE,FALSE,,,,,,
Chemical Manufacturing,manager,FALSE,FALSE,,,,,,
Business services,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Business services,manager,TRUE,,,,,,,
Information techfalselogy,manager,TRUE,,,,,,,
Healthcare,manager,TRUE,,,,,,,
Information techfalselogy,manager,TRUE,,,,,,,
Finance,manager,TRUE,,,,,,,
Information techfalselogy,manager,TRUE,,,,,,,
Media,manager,TRUE,,,,,,,
Telecommunications,manager,TRUE,,,,,,,
Chemical Manufacturing,manager,TRUE,,,,,,,
Business services,manager,TRUE,,,,,,,
Information techfalselogy,manager,TRUE,,,,,,,
Healthcare,manager,TRUE,,,,,,,
Information techfalselogy,manager,TRUE,,,,,,,
Finance,manager,TRUE,,,,,,,
Information techfalselogy,manager,TRUE,,,,,,,
Media,manager,TRUE,,,,,,,
Telecommunications,manager,TRUE,,,,,,,
Chemical Manufacturing,manager,TRUE,,,,,,,
Business services,manager,TRUE,,,,,,,
Information techfalselogy,manager,TRUE,,,,,,,
Healthcare,manager,TRUE,,,,,,,
Information techfalselogy,manager,TRUE,,,,,,,
Finance,manager,TRUE,,,,,,,
Information techfalselogy,manager,TRUE,,,,,,,
Media,manager,TRUE,,,,,,,
Telecommunications,manager,TRUE,,,,,,,
Chemical Manufacturing,manager,TRUE,,,,,,,
Business services,manager,TRUE,,,,,,,
Information techfalselogy,manager,TRUE,,,,,,,
Business services,manager,TRUE,,,,,,,
Information techfalselogy,manager,TRUE,,,,,,,
Healthcare,manager,TRUE,,,,,,,
Information techfalselogy,manager,TRUE,,,,,,,
Finance,manager,TRUE,,,,,,,
Information techfalselogy,manager,TRUE,,,,,,,
Media,manager,TRUE,,,,,,,
Telecommunications,manager,TRUE,,,,,,,
Chemical Manufacturing,manager,TRUE,,,,,,,
Business services,manager,TRUE,,,,,,,
Information techfalselogy,manager,TRUE,,,,,,,
Healthcare,manager,TRUE,,,,,,,
